account_number,account_type,balance,last_transaction_date,last_transaction_id,last_transaction_amount
GI22 EOVF RJ9I UXPD 6VDT 06X,Checking,$4702.69,2019-07-14 07:57:10,16FT2fVCaLN1mv7pbckvFQV1R3tYjKnsGP,$537.71
FR91 0496 0201 75EB N09F 6CN4 Y51,Brokerage,$12060.01,2020-06-12 02:26:41,1D6KDd3cGHPpL2i9ivarZQHffMBAYX2ewt,$557.48
MR11 6730 6118 2411 3501 6891 007,Brokerage,$4912.11,2019-09-18 19:01:24,1EaBLK2EMm65GugSfKEZMXDhGmejE95gLm,$-805.74
FR15 7061 9277 932C TH30 HLVS 507,Checking,$91248.50,2020-06-18 17:47:27,1P1vsYDwCGzvosFBYGPZ69yBsgr5Sbi68M,$186.15
FR48 4706 1453 96KP SNAC 7QEG Y46,Checking,$29478.16,2019-08-11 16:01:57,1AMwhJDywY6qkJCoNXWoPTN9ZUAjXyuJcD,$-403.01
LT66 7345 7473 5075 6637,Brokerage,$3375.22,2019-09-17 14:11:24,1F3LvHbwA112KvfH8vvaennxuCxDRjX9Q9,$-1228.77
MC30 5690 6224 11JT NHV4 ED3Z 593,Brokerage,$37705.75,2019-08-17 01:20:00,154kVqm5WYTpim2uJ6U3gf1fRWsCrvQsdy,$-456.81
FR52 0655 6025 23DT FOON XA1O V52,Checking,$67588.02,2020-04-18 23:14:20,1FYZJ8dkR1WhFyM27wsnR5VtJpLDzoZUC2,$456.25
FR47 7124 7029 03B7 UULZ F6Z3 X95,Brokerage,$6545.77,2019-12-27 03:33:16,17ZtXiHYjig8tcYeYKj3bsCk2LKSshirFD,$-947.38
GR70 9699 338B MYIX KJJR ILJK X2D,Savings,$91730.65,2020-02-07 22:32:38,1EkAP6uxqVMjuJotZpp6Uwkw6Wf1Naj5fF,$6.50
PK39 ISBQ ZKMO JZVI PSK4 9U0I,Savings,$37563.89,2020-03-05 23:43:25,19KMH3kC8GK1YrgwaEsgrm6sud2tTxJami,$-1347.25
HU30 6750 3980 6664 6736 0593 7055,Savings,$92195.43,2020-04-12 05:42:36,1DMq3gSs9pgMg4p9sKVY5Jb51rB1Mh9aFP,$-1198.44
AD74 0285 3651 YHQY E1ZN 2WLX,Checking,$69265.70,2020-06-10 10:32:36,1HRiS6HwjgKAeYWcf4MbAFyMA9A2LZSxvm,$-664.45
NL70 IGPD 3794 9290 98,Savings,$35408.51,2020-01-30 15:47:10,1EwWJj35ASXB9JrTxV2ng1r4wrvXz6EHR3,$-710.94
GT58 MW19 X4YI BCWO MHBD LA7C WMKZ,Savings,$19095.90,2020-04-27 00:43:44,16EHN7MDGv1KVt1URP4Gt2AsV9QEaq5kpw,$-1311.35
FO38 0516 3110 6562 43,Brokerage,$7307.00,2019-09-25 13:08:04,1JhFvmY6eXUXSRhqsGU9UAix37jeympkbh,$-262.10
SM69 X265 5571 951E YOZ9 67MP IIR,Checking,$41445.65,2019-09-17 19:36:41,1QJFDDsvzXjFmAePfLwXeEisDHmkhBfbuE,$600.21
FI13 1489 8930 4594 75,Checking,$49377.14,2020-05-10 04:37:54,1CyFv9ucNwpMUGT71K4vYDknBzEbs38E3M,$561.58
EE17 6454 9806 3032 2058,Checking,$42865.62,2019-08-21 11:45:44,1Q1VGJMCehwuJoM3UAz4kSo93kpYUGKgS7,$-396.97
SE40 5495 2497 0363 3104 9865,Checking,$29141.75,2019-10-19 10:47:51,15p5WrVoY7q5Zigm3XMDiXGktWkwi6aSy1,$-263.43
SI51 3720 1662 3334 472,Brokerage,$67143.76,2019-10-20 21:47:09,1DaSJKyW5myKFerX8ok3wR6vKDnfqnfYw5,$-1454.21
FR59 3637 3904 293R EJOE GZX4 E59,Checking,$12254.77,2019-08-30 15:17:30,1MkWgb47JhzCWoUQXinBkvyq4Ea9HVyajX,$284.02
CR14 0285 2482 1355 5143 4,Checking,$23927.78,2019-11-03 02:50:05,12ZS8vKKqGSN753yi5LFswAme2RwDRH8wP,$523.99
HU17 6354 7144 0528 9995 2929 7035,Checking,$51066.89,2019-10-11 18:30:16,17VoFQ3zAcjouS5hoMVbU7bpzeiTQMdn7D,$-1064.95
MU81 VNHV 9851 4742 7543 7219 095K XU,Savings,$18649.17,2019-07-27 20:32:33,1CNAYXQYE9NnjR9Y2NbngATcMCAVCyrb1F,$309.30
CZ53 6456 4160 0409 6796 5809,Brokerage,$36828.13,2019-10-09 00:36:08,1FCjLpUvAvQrxEvEhGbLxZv8zvaN7f5atP,$-1248.78
MD97 XKXD ZMRU WGVU NFHA HPN6,Checking,$4732.29,2020-02-28 13:03:45,19MvUkXZsJjQeiNQgKYzfHo3mzjKSDNr5o,$-224.60
MC56 8502 7318 00BN LH6D 4NCG K35,Checking,$44589.62,2019-11-14 13:12:56,1EDfUNmbNv69kG64bRL6PCrUMHrQcN2pqe,$-1345.54
AZ35 JXTF V23L ZXBR 995J XTXF C8NH,Savings,$16998.46,2020-04-22 20:49:22,14m98rGnmwBqqHDULP2iE99KfqEGbfrL5M,$525.65
SA54 70QP ELKN MD93 8MGT UOZ1,Savings,$81746.48,2020-05-08 17:31:45,1HegyBMLaFvyJCgeyDpEfYAvRdRKEatQXC,$140.33
BG69 ZLRE 5826 23CR FGXR QN,Checking,$64538.99,2019-08-19 19:24:51,1BLRL2B6gCNLN91jHHeEJDwQCeZExYp3pK,$-1369.08
NO50 7472 3293 226,Checking,$69102.79,2019-11-25 09:07:07,1JZHuJbeHC9p1NNsqXJeRpxvMQ6dgpsQgS,$-907.29
MU15 RRIK 8916 6978 8429 8923 602A UZ,Savings,$64061.80,2019-11-27 10:08:02,1NmHMPnA8TvgwwydncwTZgmGPdfmsozSxP,$171.75
FR33 1384 0191 86LW MJHZ TBEM Y66,Savings,$57070.79,2020-05-01 23:50:12,1NZNBtdkNngxVxFvTqpGDSvhVNEqSg8eaz,$-232.30
DK15 7498 8387 4760 16,Brokerage,$24468.34,2019-08-26 09:46:41,1Pp47h6VWmSZJvxZ8sBLCNjZYJHJh2uqF7,$-7.11
DO98 J7GY 4625 6884 7296 5539 1629,Checking,$35093.54,2020-01-30 11:53:31,1EAAttkFJBBpWLAm97hQBT8c6aKYLbmUxs,$439.93
AE35 7170 3967 5758 9534 518,Brokerage,$72285.25,2020-01-09 08:05:52,1HSNpGPmKMyHbiXMrHcD3tdMfn1Qyksq7F,$771.41
PK66 KXTZ GXC8 7SXA ARMS 6347,Savings,$24456.46,2020-02-12 06:14:20,1LcbtSybyaQ8NEADuC7LFSUdESHooyTeWg,$86.78
MT78 WSDS 1704 38DP WX71 CHX7 U85P 2KJ,Checking,$77561.12,2019-08-15 03:24:12,17h9TXLFbfrAgczGPpBG8BRhV5BwhUVeCC,$220.92
FR21 5020 4904 92QQ VG2S 2WAN 526,Checking,$73197.10,2020-02-12 17:08:27,13hBGRyX7ewBbLWqnxMuTc2dxvu9qFratF,$-1200.03
MD73 3UGJ UW07 AM2R QTWM XPYN,Checking,$62228.12,2019-07-21 05:18:58,17iBBAWws2owwipZsTJt6pXVj565k6gibY,$756.52
SM19 V056 8713 073M 2CFC QIL4 EOJ,Checking,$52882.22,2019-08-15 18:28:53,1E8gjfQZ1y6vbLTUVF714SrDUMyz46QY7z,$-460.26
FR58 9660 8856 22IX EGIS 8F2N Q59,Checking,$60717.04,2019-07-11 15:49:35,1PsmpeKenucMWXoCfatSqKGfatyuYr13LX,$443.06
DO25 MO58 0369 7788 0433 9362 8063,Savings,$39995.91,2020-05-09 16:35:19,1DPkCQNc2HZWqHwUmQp5UgpfG1nY1MMnP3,$-1435.18
EE94 0399 6220 4885 5202,Savings,$11264.44,2020-03-04 08:07:22,18rDfvivoMi6PTiu4t7AqXoygGK5cxTR6f,$-405.66
ME13 3709 2356 8907 8956 26,Checking,$82426.54,2020-01-31 16:07:04,1N1uHS8zbAcsWVFmoBzsDzbZKAnLKZyw7g,$-1153.60
KZ71 0887 2W4I 4Z7Z 4ZY8,Checking,$31984.77,2019-09-24 05:10:56,1F1edDErMkd4Ed8JRsKDjRG1o6oeGCWZ9k,$754.33
LI52 9184 8XSQ BQPS PN3Q B,Checking,$79759.81,2019-10-27 16:26:56,1JgVmfdpmChr6Y8H92s4FY4GFCK5sPWJDC,$-754.93
PK70 KPNQ X0TM 3M9L 85UG HAVY,Savings,$54410.79,2020-01-28 18:23:42,1DLXmZi6UGKhBxpaETSeCmNjZRBj1ghosL,$-310.11
FR59 2004 2560 54WY YNPW YPH7 K70,Checking,$16873.95,2019-10-05 22:46:58,1JBcvKHamrjZSowvvichYaQGnnDy6DaTLJ,$531.07
IS87 3134 3690 6588 7006 6157 17,Savings,$34680.33,2019-10-28 20:42:53,1KUfKxCPGDvgK2trWGHTAbD7QUK7Kp35aa,$-439.72
FR31 5044 1646 30JG P3TB K6RH H87,Checking,$56661.51,2019-11-24 01:47:53,15AMXM14GuraZ2sG6RSGoTB4Cu4oJKUWoA,$-863.84
KW03 AJRV HUXT FIV3 MNUL BJVT KGUW B4,Checking,$50223.46,2019-10-28 05:42:19,1EycJbAL3xjYUNHQs3vhSrNEaaio2b3KpJ,$429.49
FR97 2371 6597 50Z0 Z5ZX 37DW X17,Savings,$24137.65,2019-06-26 16:15:40,1PwG77kQaLAziaxWxHRSoShP9E1xfEx1HL,$329.33
CY26 9087 6440 W9AR HGVI QJZR 2AVC,Checking,$18614.68,2019-12-04 17:53:53,1GFhHRsiafhKTCJakuTZpb2AzksRwMz3Hj,$-612.26
PL65 4958 4525 1465 8285 4583 4399,Checking,$49448.64,2019-11-11 17:16:52,1CccRnAWBX8MrxiTxRsCCHcTtA7FMSNLmb,$16.66
RO84 WGWJ II6K TLKR 0MZC 0MUX,Checking,$45814.56,2020-01-28 12:44:11,17egfM8wQBiPEGDoao1C3rWt7Kw5ra8Muf,$311.84
CH69 0379 1FY2 FLAS UZM0 M,Brokerage,$62964.44,2020-01-31 03:44:57,1419WmY1XajhJpJW3mGaj9UXpA7NjWGCx7,$-90.03
TR93 2342 0B5V TGJ7 1OV5 XW8F CG,Checking,$20105.72,2020-04-06 07:47:33,1GeK1KqaSU7W5cmze4doX14YHAjqs6bvUX,$-115.33
BG12 NQXK 6832 50VJ LT6A CA,Checking,$39111.17,2020-03-30 08:43:10,1Afsu1scAfhoC7PGXwi9e5nFfaQwC8NvJn,$-1342.15
PS58 KQLC AFDJ A5HG VC3D 89US I8GQ O,Brokerage,$11384.40,2019-09-07 06:58:41,18QdyerLyQmg8UntfiYh4B1vvx1AXSoRRm,$826.90
PT19 1653 1444 5635 6325 8363 2,Checking,$82453.02,2020-02-03 06:04:56,1MAmQkvgpxsQYxpxs2xtyFzmfrpuMbA7JH,$376.50
FR59 4664 7144 67AJ YWXH ZSDN 247,Savings,$99591.84,2020-05-18 10:28:09,1FmDhtAr3hHor4gGR58LqmhpiHabCWUsCU,$423.44
KZ51 207N ZGQU VOGD NK3S,Checking,$5392.41,2020-02-06 15:43:09,15wUcm6BEbwx6Ann1S23RescpksoKidUBj,$104.47
AZ16 XSJE FLWH 9X0X JIR2 JWTW OFA1,Savings,$7453.04,2020-01-09 02:56:22,12AkcPoWYVpTkxUriuZwQKwYnbBXFeh3cu,$882.94
PK37 PYGB KYVZ QRBS AXFR HDFU,Brokerage,$22889.03,2020-04-16 03:21:59,12Z4hCbC4v2jLVa1hAybr8fHHaLzk4sRJE,$-81.66
RO12 FFZF MZUI BJ6S UUYX LZCT,Brokerage,$65833.65,2019-08-10 12:05:31,14g2HU3PJTJFopHMGk3ToKqow5969arUFS,$-431.81
ES20 0852 7248 7752 6066 7440,Checking,$86781.36,2020-04-18 01:25:41,14kQhGR9kMDcGwky1eR7b54riWYMKYwBGK,$628.69
FR59 6574 8067 29XY MTJS R3K7 J81,Checking,$70547.53,2020-02-26 14:08:02,1E7Lt8tgd1sYSKcNtCfkuAXiMMSbXxT9bt,$-603.04
LU76 097M 7EPV 72HH IV3R,Checking,$22558.44,2019-11-14 11:52:10,1Lz8ra6bBjFdNpuCaN8pFPZtxSEES5cXje,$-532.91
GB32 PTMD 2514 5585 0180 68,Savings,$85574.97,2019-07-17 15:55:56,1AUa6c7j7SyXA546hhK431aYvYvwJPzvA3,$-1136.73
FR17 9415 1797 18WF ANGN YT3T 411,Checking,$22933.33,2019-08-05 21:03:10,13BRCJPxDXjn2UVSi6RsaF1Q7xQ7bHnCK3,$13.95
LB62 0099 10AW RROU QQGT JBY8 AJDS,Brokerage,$39355.97,2020-03-22 20:57:49,1L4VvsKvF1N4QwDVDMTJSMVCgCsJ5BeavC,$-857.99
FR34 2590 6559 51XZ XRAY 4Q0Y V05,Brokerage,$30549.50,2020-02-03 23:09:41,1QEJR5JbDiMbRBorko4Aa2L17Jb1pQ4vGa,$-972.95
TN81 8518 6830 2377 8280 2390,Savings,$62654.87,2020-04-08 09:36:26,15iPXNWr8ZsczxRVMmaXpWqmm6cBkfDi1a,$-1209.84
MD15 8WDD 7JOX 64OF A6GE ZH6Y,Checking,$34433.89,2019-11-01 07:33:41,1LZPv4Wr7TgbfSKew3CZTrP4V3dPQGrtf7,$-417.38
SA36 81FY 4TZK URIN H63C DFOQ,Checking,$34407.73,2019-09-09 06:33:27,1LUQet2goS1g6YPQV5ESJBUPCpHbN2pjNn,$554.31
GT14 BLLD JDT2 7PMW KCMW 65FO SIYA,Brokerage,$22404.95,2020-06-05 15:51:17,152GU9gUQPc5Z7dcgcNdHfhBjYN5jHUUZz,$-431.19
GI50 FEBN RPRK KE7G DWQ0 MRO,Savings,$5932.54,2020-05-20 00:50:44,1EY9fPFH8sy4VWGFqTLwmTdGCtWVLKFgSU,$-459.23
MU73 XNTC 7963 1496 2337 2076 838H YT,Checking,$27408.33,2020-02-16 09:09:03,1DXjicGWUozRs4jKSPH2BUUEoLMSWAgjQW,$-1419.24
LT83 1995 7481 2730 5131,Checking,$62913.78,2019-09-18 09:35:48,19zJH1SBejXjGnCThs9AF8ScFemJxQx55u,$-758.77
CR94 7345 0156 8183 3489 0,Savings,$93764.65,2020-06-10 01:48:24,1E2e7qSYaRaSSieS6DGbNgN55mNWUWhx7V,$-1159.30
SE14 3378 9276 2385 5406 5361,Savings,$89751.45,2020-01-15 16:40:01,1EjZzPob7a7UBRtSUAkkcjWD9vgQSo335s,$-116.68
DO53 PUG8 6480 6345 5829 8077 4542,Brokerage,$99356.87,2020-05-25 11:24:29,1tHehFDbQbffieehSpSvhJx523LYGEzSH,$289.93
FO79 5529 3404 5262 84,Checking,$13913.14,2019-09-24 23:09:48,153vfTY1KYtHizv3rx7psbPdtSJDzmZLGU,$-388.75
ES24 6838 8623 5339 8132 5081,Checking,$58377.77,2019-11-28 11:19:32,1Gnx4HMMiQX999fGZePkf7LNHqZRXGBqxx,$418.12
GB39 EBBF 2547 6048 3073 11,Savings,$91319.63,2020-01-26 11:17:59,1JgCg5Kn3i2jYv53z4pGAb94h264SZuEAP,$-88.74
PT73 0393 5325 4615 5969 0751 3,Brokerage,$47366.37,2019-11-30 15:25:58,19XVGBtNeNUkstjhmTgrTWWVVK5CR98F7U,$-1084.76
MU28 JWAK 8833 3104 5094 2861 886I HC,Savings,$30295.62,2020-02-27 18:47:58,1KsWY8jvEpb9mkRriq2xE1RLvcmFdGQdej,$-746.77
FR16 1268 8580 92RU 7CD9 I37Y U62,Savings,$89181.63,2019-11-20 05:53:22,1L3JDTz2x81JuNXvT14oYLY69HSF3koDge,$-137.32
PL73 1848 0715 7827 4034 6129 2582,Checking,$36236.99,2020-01-20 21:58:53,1LkMRntERvCyKmDNJUvo3JZwrp4F3rdQs6,$-568.59
DK16 8582 8892 7033 51,Brokerage,$29864.94,2020-06-12 05:28:25,1F67bsbdfBhTsJpw7VzeZxatjy1bdqhhTH,$-708.15
SK77 6693 3444 9653 4661 2670,Brokerage,$45078.07,2020-04-22 10:38:42,1Kwm2zwsivN2RXwwwLeaYhRscFXvHKQMwS,$-808.18
AD26 8862 2471 EK5Y 8XHX HJJF,Checking,$61031.17,2019-07-03 16:11:20,132y4DAq2zx2WJkJ9fe4Hj2b51sRvof713,$7.11
SK72 4626 3221 8492 7358 3282,Brokerage,$27566.67,2019-07-07 03:56:11,1JzUva92NUFvxjG2FAuzBVbCz65iHLKk5H,$-922.91
BG29 HPDZ 3592 31NI QMTI CD,Brokerage,$75181.06,2019-12-08 15:42:35,1E43rbnyQTdyV91LrdQ7RQnW6xLbisnsqe,$126.82
GL73 4247 9158 7995 42,Savings,$90542.45,2019-10-03 05:58:08,1EarmLhg5MoLVsmAwEdBfhwKhZbCoC1crP,$714.01
FO03 9788 9729 6052 50,Savings,$48047.94,2019-10-24 04:50:14,17dCHU94USyX79tPmf2WchnxTyrCTvP5Pi,$-711.87
PL43 0918 2331 1837 1088 2274 9462,Checking,$75162.92,2020-04-04 17:28:31,18pC3Qn6obqZ4R6XL3qEZ19rfjemX6sqoz,$-1040.06
DE34 9804 7707 8070 6017 91,Brokerage,$50353.69,2020-02-24 08:42:54,1NDuaf6y69i3NrXQMF276vr6Fj5RfXj7X4,$190.11
DO93 C4DI 5012 4784 7144 3616 8288,Savings,$80636.03,2020-02-27 11:29:51,1Act3nhpSpRWru1Zmz7DQw5Yvm14zCnUMV,$-831.77
BG65 EGGJ 8265 66EN BJ47 PS,Savings,$43562.13,2020-04-03 00:11:21,19NqGw9rYgPuUxUK4X6nJu6kFitMoc4iUk,$-763.67
HU46 0179 1978 1934 2326 3845 2189,Savings,$95371.14,2019-10-18 07:46:43,1LwAHMrErc5FrCDDE1BySbV4ujBDgNNoe8,$504.67
FR21 5146 3722 86V0 WCSM FPPR N65,Checking,$38876.06,2019-09-14 06:20:36,1BxeJNuhRV2Z6iLxLuAkq8awCAEMJJGy37,$1.55
MT15 NWJI 7395 816O 6UZB 9WIC AF6W IBH,Checking,$70804.26,2019-11-25 11:50:54,17V1xtReAMtyZyPoDH7JVrBBixRaveqtuc,$328.01
LV79 INER JZGN WOTW CKMA J,Checking,$2783.22,2019-08-26 09:04:22,1LTt94A8XQ1nwkbdeqSHVA9xkTTneWfhRJ,$-571.48
AE49 5831 4744 9366 2571 824,Checking,$62735.01,2020-03-12 08:52:19,1GmJ5R95GN1gg9onUZP7EUp2Eb9semPptp,$223.31
GI63 XGDZ NPIE 6CNT HUK2 G9Z,Savings,$33980.15,2020-05-26 13:48:08,1EL1uHbuumHh4oUgQn3SZWEZU2uSEc6iTq,$-1430.87
AD07 5593 9639 0CUY 50NB RW0S,Checking,$54466.47,2020-01-12 02:03:01,1HdupcZzwovWMZdNEf63WLZxMeAJVCNCq9,$-1032.49
EE20 3846 4518 0844 4244,Checking,$12977.86,2020-03-23 18:46:03,1FFGwzJmWSbaRRTaF85BDfRGT83ZnEPhfF,$834.45
FR23 9662 7190 26ZN JXYD MHGH U77,Brokerage,$77421.88,2019-10-05 05:04:18,18NKkt4kEbfxMdvg5kY7FVyqczx6c8ZHYk,$-1382.03
FR10 8660 8612 68PP 6CX5 IEKA M74,Checking,$21365.02,2020-06-10 05:56:20,1DPGcwYCoyi17Ns5ZMSibzJsUygJax4WsD,$-120.45
FR03 6221 7857 222G BSPW ARTY C30,Brokerage,$6409.85,2019-12-24 09:11:10,1EP4nqyTyth4xAqFbfP2pwUEJmPWn9v7V1,$67.78
IT03 F697 5007 445K DHOS ONTR KNA,Checking,$20231.35,2020-06-04 14:20:52,19jMDDcgm9hr7TX7U7Psx1AeyXDXZgwBQ5,$-599.75
BG88 XHMN 3192 030X NS2K JV,Checking,$30308.38,2020-01-06 17:11:10,1FzU7TgKyq2HbSXBFB95ddyovb7Gn7paWp,$-1222.48
MC46 0433 4109 75IJ ONCB J2VC P71,Checking,$2298.42,2020-02-28 07:57:01,15hfRMvT5XLPmCRYbVRtssmCUGnRqoZJs6,$-338.69
GT95 DPWC QJSL 9ZP4 GCVW UGDG UHJB,Savings,$72087.01,2019-07-30 03:06:13,1GbDmLE6TKV6V9qddAwsDn9xm589ZipVw6,$-858.28
LV89 YSOZ NO09 RTKN FZGR A,Checking,$92092.40,2019-07-20 15:57:42,1LV2wBMg9odx3axiTPW5SgojqabeQytiwc,$699.76
LU59 9595 ATYX WKE2 SVHZ,Checking,$89892.81,2019-09-13 18:15:55,16CEs7qj81HKHxdc1dd9RSAkJkx6rTcG5a,$-561.12
FR65 4663 9175 59IO TCL4 IUQD F18,Checking,$56342.00,2020-03-28 08:32:17,1LX8AMwRBQrtn1fvSgvBkTgnmUMszAYJhX,$115.31
FI97 9321 8582 6975 04,Checking,$17179.60,2019-07-20 19:49:04,18Jzin6WoSrM3ahFb6boWa4KWecbnaBuYt,$-853.95
SI88 0883 7784 3398 177,Checking,$89282.02,2020-02-25 00:12:52,18p8DrHQxecb9tnBhyBxetV8grWMsSKu1b,$255.62
BR16 5595 3706 9412 5780 3607 236N G,Checking,$69559.89,2020-04-14 10:01:26,1KWSXTbKtCcLxvnRNEKgDEsh8ehaCpnxTy,$-881.12
ES40 0439 1002 0298 1234 1296,Brokerage,$10722.32,2019-12-21 21:31:35,1Bf6kVrGdcAe4ooRPa3KjxMkXr4mH3NMqY,$-779.00
TN78 0973 0246 8161 0312 5718,Savings,$52360.25,2020-02-26 02:25:17,18dkQLbXUGCeMTruk4UyP6LZD9RVMvMEnT,$-614.99
FR38 3214 5014 073H FG1P VZDR D27,Brokerage,$39304.75,2020-04-03 14:39:11,14kSPXJ2gnPJRSK5vixy6BJYEXLhQvKmsb,$-253.88
HU66 6845 6504 2048 1666 3163 8334,Savings,$10764.66,2019-12-26 04:05:21,1CAHWVgBFyu1KZurPLCi611x5zXpgm1ejF,$-726.52
LT31 6954 6434 4873 1050,Savings,$81287.20,2020-01-28 17:48:01,1DJPevsn35tpEc98TvdwSY5mw4NThXKQ2u,$-1171.76
TN56 6192 4291 9781 6948 0934,Savings,$32668.35,2020-04-29 18:01:29,1FbKSVdEetn5kLzZ7f8yr8Sd5Ko4us8Gia,$358.22
SK98 0495 6660 9833 1284 2670,Checking,$31380.69,2019-11-27 14:16:09,1pv8yxo2T67RvdENbnm6n9vEHPrRAanm2,$-69.37
FO82 4132 2182 3262 01,Checking,$94471.66,2020-03-24 01:18:02,1Jms8Kt8Csu97MADeLJ7MJBHpHYSPyEcyh,$246.09
TR90 6969 7RJX GGVI QWS1 NLRR G3,Brokerage,$66255.94,2019-12-04 16:01:37,1HWPwenDEmivCyczBEyxpqew4wyHBhgjUb,$-1017.94
FR64 0905 7583 49IO 9BDD Z8QE D98,Savings,$80850.09,2020-04-16 15:27:15,1AdCguLKCpMF1e6BmsiM2SKzvPi9W8HHMb,$-321.67
AE85 4577 6997 5987 8138 887,Brokerage,$97534.32,2019-08-28 20:28:11,14Lxf3WVpNB99XbozwdiTrXSVKditmqRWJ,$-1329.77
FR41 6975 8166 52TU U1ZF NMW9 I24,Brokerage,$63491.63,2019-11-04 13:05:54,1AqcgHni761r5adXy931Krw7TsJw5NFA85,$-1104.52
DK65 6546 1200 5777 82,Brokerage,$53939.25,2020-02-12 06:18:31,1BX5cf6HzwFzrMyaRACAdzekKFn5cL3og8,$176.29
MT15 SDMD 4709 48ZX ND5O ZHWR 8KDU VHA,Savings,$85544.78,2019-09-21 07:04:33,13x39soz3QPUwvVmdNPb918TRJhMiraCNC,$-1153.54
HU63 4022 9012 9763 0429 1440 5138,Savings,$45300.90,2019-12-26 15:05:07,15jtS2iXvwT1d55VGdPMNjcDZzx9PEeMer,$148.74
IE04 OFDC 6807 5567 6547 24,Savings,$33474.93,2019-07-07 11:16:10,1K6vwrmCwg9AYbgqRbc1Xks9ffkHK8rEB1,$-817.44
GI02 ULBV OAOD OLYR JIHI 0RI,Savings,$69151.56,2019-08-16 13:40:14,1JneX2ZdXKDA8mKuED6iZyEjdovEUbW8hq,$-888.17
FR82 7114 2940 56QI IW8E GQVJ W70,Checking,$26871.68,2020-02-07 13:27:37,16r9hSDtEG2x93fWw2fkmEYC7GSHRKT7oN,$430.28
DK73 4299 7558 4675 75,Savings,$61754.36,2020-01-26 02:53:08,1FJD2f9mmr3M8ECZEPDhxhz8PBemcLUBHE,$-242.32
CZ47 5598 5379 6183 8980 2506,Savings,$48151.27,2019-12-22 12:39:29,1JurJ8RgYNwVMMLtr8tqrw2TsqYTsHSWRV,$529.78
LB15 0853 GVWH I0QP JHHK IKZV F2S6,Checking,$47823.07,2019-10-03 16:32:52,1GQiFwZU1h5Dcxsg3eD4FsdY8CvX2NdLNS,$692.30
PL21 4863 9069 2863 5512 7958 1400,Checking,$14696.79,2020-06-09 07:42:22,1Jed7N48JWQ6CYe39UVe651hjt2CCGQVZg,$-90.10
HU10 7284 1826 1504 8068 9394 4682,Checking,$83426.57,2019-09-03 01:08:50,1BKhGZyL2GpHmLsLgkraWmUkL1Rj3coYix,$-536.21
MC35 2094 1427 51DF BNAT EXQW O40,Checking,$40549.18,2019-07-12 19:56:58,1FBUMAj89hM7QVJQYAYxLcfMMcZwNa6gp8,$-1454.66
AT10 9441 9369 2109 4822,Savings,$63730.10,2019-08-05 14:40:43,1JZ4S3W1DER2eJTT8KUw6aqAxN5fePWJVh,$-48.27
FR93 6740 5932 47DI 7VJB 6JR0 X11,Checking,$73613.16,2019-07-21 17:22:49,1rniPFAEXpLxTD4dQMQoiPuMKZQqp9WGu,$-683.57
HR82 3552 5035 7175 8605 9,Checking,$69860.64,2020-04-15 04:01:47,17t1qF4aoqnknzmFT9VybsdWYu6yGf6JMX,$-464.60
IS57 8933 5036 0228 2062 7156 60,Brokerage,$54719.49,2019-08-21 19:42:05,1MVGAV2Y9bwK7YQ47cusfe752qEMV6kYRo,$-1466.73
BH77 YIXW BKSF EAZE KRVQ VS,Brokerage,$38559.53,2019-12-03 06:03:51,1uTgGRtyM8TTFP5cHRRSuMC4Xq3dMjRaK,$-115.67
GB19 HTPA 6872 5918 8326 74,Brokerage,$90433.73,2019-12-19 17:56:45,1HyyDCGDR9jvrDfXreGW7aULXnPf7K7KgZ,$-1301.95
CZ77 0459 3664 2259 2928 3034,Checking,$61898.67,2020-03-13 16:49:14,1GUuuxLDU9ntW2pXxSKXLd4rdn12fukvGQ,$-1265.18
MD08 GE1Y UIVW JI3J EYRJ 2UXN,Checking,$44625.56,2019-10-03 19:17:05,17NoVYydFvAM8jeyrpJSQjAsd7QYZP85hi,$-239.70
ES65 5470 1698 2218 8834 5802,Checking,$89674.41,2019-12-30 06:32:15,193TWQuznZfBag5ZWPWkRBmtNXdxhcZGS2,$535.31
SA55 73RU OSRH 6ZIC 88UX YIFQ,Checking,$53582.02,2020-04-17 23:59:57,12hm9FFCd9W9sPxF44cEXT9co92q4SJRmP,$364.60
SE35 1327 1158 7148 9187 6566,Brokerage,$63873.47,2020-03-13 22:48:04,1CNisSgq2b83szuFe9Eor6umQ9c3LYZguC,$520.53
FR57 6741 8427 25MG KBDE 8YII X48,Savings,$59354.65,2019-10-03 09:17:42,16Aduo36veaRbqRd1xKXQmRiq3cRbTbYXL,$-290.73
SA63 00VY QZ4Q SRXH QW9H 0CGF,Savings,$36012.66,2019-09-02 13:58:25,1CBu2kmstvCcnF7257ov1cQUv61VSYSwWW,$-282.85
FR25 7567 3571 623M DZNQ ENZB C24,Checking,$13797.25,2020-04-11 11:17:24,1L3Ykv5v5e2LPos7dHszWz7fDoZrTwd25F,$-200.32
PK80 NPZW U1VK NZXC IKCA DZNM,Brokerage,$56792.59,2019-12-05 15:24:46,1QAQMK2keMNpac9FtymBecicyWKpZvYh9L,$241.79
NL63 BMOT 5791 4003 57,Checking,$80615.70,2019-12-14 13:36:27,16aXuH21yoEJbaAkbMfQfe6rW2xSrAjbfA,$-578.60
MU89 YWMC 0061 9937 0231 6998 831S MP,Savings,$92758.20,2020-04-12 09:03:30,14qsiNjs86eh2Mcy8dCVwu1694ax2FUELZ,$860.78
